empresa;codigo;nome;detalhe;executivo;url
jotur;62010;IFSC CIRC VIA CID UNIV/AQUARIUS/PH/P.IMARUIM/ELD/SENAI/CID UNIV/IFSC;;False;https://www2.jotur.com.br/linhas/?linha=62010&nome=IFSC+CIRC+VIA+CID+UNIV%2FAQUARIUS%2FPH%2FP.IMARUIM%2FELD%2FSENAI%2FCID+UNIV%2FIFSC
jotur;6207;IFSC CIRC VIA CID UNIV/AQUÁRIUS/PALHOÇA/P.IMARUIM/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=6207&nome=IFSC+CIRC+VIA+CID+UNIV%2FAQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FELDORADO
jotur;6205;IFSC CIRC VIA CID UNIV/AQUÁRIUS/PALHOÇA/P.IMARUIM/SENAI/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=6205&nome=IFSC+CIRC+VIA+CID+UNIV%2FAQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FSENAI%2FELDORADO
jotur;62011;IFSC CIRC VIA CIDADE UNIVERSITÁRIA/AQU/PH/P.IMAR/ELD/CID/IFSC;;False;https://www2.jotur.com.br/linhas/?linha=62011&nome=IFSC+CIRC+VIA+CIDADE+UNIVERSIT%C3%81RIA%2FAQU%2FPH%2FP.IMAR%2FELD%2FCID%2FIFSC
jotur;11351;IFSC CIRCULAR VIA CID UNIV/AQU/PALHOCA/P.IMARUIM/SHOP CONT/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=11351&nome=IFSC+CIRCULAR+VIA+CID+UNIV%2FAQU%2FPALHOCA%2FP.IMARUIM%2FSHOP+CONT%2FELDORADO
jotur;6760;IRINEU COMELLI / FLORIANÓPOLIS VIA IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=6760&nome=IRINEU+COMELLI+%2F+FLORIAN%C3%93POLIS+VIA+IVO+SILVEIRA
jotur;71616;JAQUEIRA / FLORIANÓPOLIS VIA BR 101/HOSP REGIONAL/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=71616&nome=JAQUEIRA+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FHOSP+REGIONAL%2FIVO+SILVEIRA
jotur;71612;JAQUEIRA / FLORIANÓPOLIS VIA BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=71612&nome=JAQUEIRA+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;7160;JAQUEIRA / FPOLIS VIA BELA VISTA/JARDINS/PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7160&nome=JAQUEIRA+%2F+FPOLIS+VIA+BELA+VISTA%2FJARDINS%2FPONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;4036;JAQUEIRA / PALHOÇA (PRAÇA) VIA BELA VISTA/PORTAL;;False;https://www2.jotur.com.br/linhas/?linha=4036&nome=JAQUEIRA+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+BELA+VISTA%2FPORTAL
jotur;7150;JARDIM AQUÁRIUS / FPOLIS VIA MARG.BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7150&nome=JARDIM+AQU%C3%81RIUS+%2F+FPOLIS+VIA+MARG.BR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;0354;JOMAR / FPOLIS VIA FORMIGA/GUARDA/ARIRIU/BR 101/VIA EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0354&nome=JOMAR+%2F+FPOLIS+VIA+FORMIGA%2FGUARDA%2FARIRIU%2FBR+101%2FVIA+EXP%2FIVO+SILVEIRA
jotur;311;JOMAR / GUARDA (POSTO DE SAÚDE);;False;https://www2.jotur.com.br/linhas/?linha=311&nome=JOMAR+%2F+GUARDA+%28POSTO+DE+SA%C3%9ADE%29
jotur;0244;MADRI / FLORIANÓPOLIS VIA PAGANI/MARGINAL BR 101/EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0244&nome=MADRI+%2F+FLORIAN%C3%93POLIS+VIA+PAGANI%2FMARGINAL+BR+101%2FEXP%2FIVO+SILVEIRA
jotur;11362;MORRETES / SHOP CONT VIA GD/PIN/PS/BR/PH/PI (SEMIDIRETO - VERAO);;False;https://www2.jotur.com.br/linhas/?linha=11362&nome=MORRETES+%2F+SHOP+CONT+VIA+GD%2FPIN%2FPS%2FBR%2FPH%2FPI+%28SEMIDIRETO+-+VERAO%29
jotur;02410;MORRO DO GATO - FPOLIS VIA MADRI/PAGANI/AV. TORRES/BR 101/EXP (DIRETO);;False;https://www2.jotur.com.br/linhas/?linha=02410&nome=MORRO+DO+GATO+-+FPOLIS+VIA+MADRI%2FPAGANI%2FAV.+TORRES%2FBR+101%2FEXP+%28DIRETO%29
jotur;5033;MORRO DO GATO / PALHOÇA (PRAÇA) VIA MADRI;;False;https://www2.jotur.com.br/linhas/?linha=5033&nome=MORRO+DO+GATO+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+MADRI
jotur;50313;MORRO DO GATO / PONTE DO IMARUIM VIA MADRI / ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=50313&nome=MORRO+DO+GATO+%2F+PONTE+DO+IMARUIM+VIA+MADRI+%2F+ANICETO+ZACCHI
jotur;5023;MORRO DO GATO / PONTE DO IMARUIM VIA MADRI/ELZA LUCHI;;False;https://www2.jotur.com.br/linhas/?linha=5023&nome=MORRO+DO+GATO+%2F+PONTE+DO+IMARUIM+VIA+MADRI%2FELZA+LUCHI
jotur;502;MORRO DO GATO / PONTE DO IMARUIM VIA PASSA VINTE/ELZA LUCHI;;False;https://www2.jotur.com.br/linhas/?linha=502&nome=MORRO+DO+GATO+%2F+PONTE+DO+IMARUIM+VIA+PASSA+VINTE%2FELZA+LUCHI
jotur;11330;MORRO DO GATO / SHOP CONTINENTE VIA MADRI/PH/P.IMAR/COLÉGIO CLAUDETE;;False;https://www2.jotur.com.br/linhas/?linha=11330&nome=MORRO+DO+GATO+%2F+SHOP+CONTINENTE+VIA+MADRI%2FPH%2FP.IMAR%2FCOL%C3%89GIO+CLAUDETE
jotur;5032;MORRO DO GATO/PONTE DO IMARUIM VIA PASSA VINTE / ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=5032&nome=MORRO+DO+GATO%2FPONTE+DO+IMARUIM+VIA+PASSA+VINTE+%2F+ANICETO+ZACCHI
jotur;1332;NOVA PALHOÇA / BIGUAÇU VIA CENTRO DE PALHOÇA/ELZA LUCCHI/MARG BR 101;;False;https://www2.jotur.com.br/linhas/?linha=1332&nome=NOVA+PALHO%C3%87A+%2F+BIGUA%C3%87U+VIA+CENTRO+DE+PALHO%C3%87A%2FELZA+LUCCHI%2FMARG+BR+101
jotur;1334;NOVA PALHOÇA / BIGUAÇU VIA CID. UNIVERSITÁRIA/MARG BR 101 (EXECUTIVO);;True;https://www2.jotur.com.br/linhas/?linha=1334&nome=NOVA+PALHO%C3%87A+%2F+BIGUA%C3%87U+VIA+CID.+UNIVERSIT%C3%81RIA%2FMARG+BR+101+%28EXECUTIVO%29
jotur;1333;NOVA PALHOÇA / BIGUAÇU VIA MARGINAL BR 101 (EXECUTIVO);;True;https://www2.jotur.com.br/linhas/?linha=1333&nome=NOVA+PALHO%C3%87A+%2F+BIGUA%C3%87U+VIA+MARGINAL+BR+101+%28EXECUTIVO%29
jotur;1330;NOVA PALHOÇA / BIGUAÇU VIA SUPER SANTOS/VIADUTO B.VISTA/MARG BR 101;;False;https://www2.jotur.com.br/linhas/?linha=1330&nome=NOVA+PALHO%C3%87A+%2F+BIGUA%C3%87U+VIA+SUPER+SANTOS%2FVIADUTO+B.VISTA%2FMARG+BR+101
jotur;6350;NOVA PALHOÇA / FLORIANÓPOLIS VIA CENTRO PH/BR 101/EXPRESSA;;False;https://www2.jotur.com.br/linhas/?linha=6350&nome=NOVA+PALHO%C3%87A+%2F+FLORIAN%C3%93POLIS+VIA+CENTRO+PH%2FBR+101%2FEXPRESSA
jotur;0381;NOVA PALHOÇA / FLORIANÓPOLIS VIA P.IMARUIM/BR101/FAZENDA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0381&nome=NOVA+PALHO%C3%87A+%2F+FLORIAN%C3%93POLIS+VIA+P.IMARUIM%2FBR101%2FFAZENDA%2FIVO+SILVEIRA
jotur;0380;NOVA PALHOÇA / FLORIANÓPOLIS VIA PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0380&nome=NOVA+PALHO%C3%87A+%2F+FLORIAN%C3%93POLIS+VIA+PONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;03610;PACHECOS / FLORIANÓPOLIS VIA BR 101/HOSPITAL REGIONAL/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=03610&nome=PACHECOS+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FHOSPITAL+REGIONAL%2FIVO+SILVEIRA
jotur;0360;PACHECOS / FLORIANÓPOLIS VIA BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0360&nome=PACHECOS+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;03612;PACHECOS / FPOLIS VIA PORTAL/V.NOVA/MIRIAM/BR 101/VIA EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=03612&nome=PACHECOS+%2F+FPOLIS+VIA+PORTAL%2FV.NOVA%2FMIRIAM%2FBR+101%2FVIA+EXP%2FIVO+SILVEIRA
jotur;303;PALHOCA / A.FORMIGA CIRCULAR VIA ARIRIU/GUARDA (RETORNO ATE PALHOCA);;False;https://www2.jotur.com.br/linhas/?linha=303&nome=PALHOCA+%2F+A.FORMIGA+CIRCULAR+VIA+ARIRIU%2FGUARDA+%28RETORNO+ATE+PALHOCA%29
jotur;301;PALHOCA / GUARDA TABULEIRO CIRC VIA NOVA PALHOCA (RETORNO ATE PALHOCA);;False;https://www2.jotur.com.br/linhas/?linha=301&nome=PALHOCA+%2F+GUARDA+TABULEIRO+CIRC+VIA+NOVA+PALHOCA+%28RETORNO+ATE+PALHOCA%29
jotur;4031;PALHOCA / JAQUEIRA CIRCULAR VIA PORTAL/UPA;;False;https://www2.jotur.com.br/linhas/?linha=4031&nome=PALHOCA+%2F+JAQUEIRA+CIRCULAR+VIA+PORTAL%2FUPA
jotur;0243;PALHOÇA / SHOP CONTINENTE VIA P.IMARUIM/BR 101/VIAD FORQUILHINHA;;False;https://www2.jotur.com.br/linhas/?linha=0243&nome=PALHO%C3%87A+%2F+SHOP+CONTINENTE+VIA+P.IMARUIM%2FBR+101%2FVIAD+FORQUILHINHA
jotur;02;PASSAGEM MACIAMBU / COLEGIO DA PINHEIRA VIA PRAIA DO SONHO;;False;https://www2.jotur.com.br/linhas/?linha=02&nome=PASSAGEM+MACIAMBU+%2F+COLEGIO+DA+PINHEIRA+VIA+PRAIA+DO+SONHO
jotur;0367;PCH / FPOLIS VIA PORTAL/VN/NOVA PH/MIR/BR 101/HOSP/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0367&nome=PCH+%2F+FPOLIS+VIA+PORTAL%2FVN%2FNOVA+PH%2FMIR%2FBR+101%2FHOSP%2FIVO+SILV
jotur;6530;PEDRA BRANCA / FPOLIS VIA P.VINTE/MARGINAL BR 101/VIA EXPRESSA/I.SILV;;False;https://www2.jotur.com.br/linhas/?linha=6530&nome=PEDRA+BRANCA+%2F+FPOLIS+VIA+P.VINTE%2FMARGINAL+BR+101%2FVIA+EXPRESSA%2FI.SILV
jotur;6303;PEDRA BRANCA / PALHOÇA VIA IFSC/CID UNIV/AQUARIUS/MARG BR 101;;False;https://www2.jotur.com.br/linhas/?linha=6303&nome=PEDRA+BRANCA+%2F+PALHO%C3%87A+VIA+IFSC%2FCID+UNIV%2FAQUARIUS%2FMARG+BR+101
jotur;50314;PEDRA BRANCA / PALHOÇA VIA PASSA VINTE;;False;https://www2.jotur.com.br/linhas/?linha=50314&nome=PEDRA+BRANCA+%2F+PALHO%C3%87A+VIA+PASSA+VINTE
jotur;2030;PONTA DE BAIXO / FLORIANÓPOLIS VIA PANIFICADORA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=2030&nome=PONTA+DE+BAIXO+%2F+FLORIAN%C3%93POLIS+VIA+PANIFICADORA%2FIVO+SILVEIRA
jotur;720;PONTE DO IMARUIM CIRCULAR;;False;https://www2.jotur.com.br/linhas/?linha=720&nome=PONTE+DO+IMARUIM+CIRCULAR
jotur;2060;PONTE IMARUIM / FPOLIS VIA CASQ/E.LUCHI/PATURAL/A.ZACCHI/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=2060&nome=PONTE+IMARUIM+%2F+FPOLIS+VIA+CASQ%2FE.LUCHI%2FPATURAL%2FA.ZACCHI%2FIVO+SILVEIRA
jotur;280;PORTAL DA BARRA / PALHOÇA VIA LARANJEIRAS/RIO GRANDE;;False;https://www2.jotur.com.br/linhas/?linha=280&nome=PORTAL+DA+BARRA+%2F+PALHO%C3%87A+VIA+LARANJEIRAS%2FRIO+GRANDE
jotur;281;PORTAL DA BARRA / PALHOÇA VIA VILA NOVA/NOVA PALHOÇA/MIRIAM;;False;https://www2.jotur.com.br/linhas/?linha=281&nome=PORTAL+DA+BARRA+%2F+PALHO%C3%87A+VIA+VILA+NOVA%2FNOVA+PALHO%C3%87A%2FMIRIAM
jotur;0242;SAO SEB / FPOLIS VIA P.VINTE/AV TORRES/MARG BR 101/HOSP REG/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0242&nome=SAO+SEB+%2F+FPOLIS+VIA+P.VINTE%2FAV+TORRES%2FMARG+BR+101%2FHOSP+REG%2FIVO+SILV
jotur;0368;STAR FIT / FPOLIS VIA PORTAL/V.NOVA/N PH/MIRIAM/BR 101/EXP/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0368&nome=STAR+FIT+%2F+FPOLIS+VIA+PORTAL%2FV.NOVA%2FN+PH%2FMIRIAM%2FBR+101%2FEXP%2FIVO+SILV
jotur;6340;SÃO JOSÉ / FLORIANÓPOLIS VIA EXPRESSA;;False;https://www2.jotur.com.br/linhas/?linha=6340&nome=S%C3%83O+JOS%C3%89+%2F+FLORIAN%C3%93POLIS+VIA+EXPRESSA
jotur;0370;SÃO JOSÉ / FLORIANÓPOLIS VIA IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0370&nome=S%C3%83O+JOS%C3%89+%2F+FLORIAN%C3%93POLIS+VIA+IVO+SILVEIRA
jotur;0371;SÃO JOSÉ / FLORIANÓPOLIS VIA SENAI/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0371&nome=S%C3%83O+JOS%C3%89+%2F+FLORIAN%C3%93POLIS+VIA+SENAI%2FIVO+SILVEIRA
jotur;0372;SÃO JOSÉ / FPOLIS VIA PONTA DE BAIXO/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0372&nome=S%C3%83O+JOS%C3%89+%2F+FPOLIS+VIA+PONTA+DE+BAIXO%2FIVO+SILVEIRA
jotur;0247;SÃO SEB / FPOLIS VIA I.EVAN/P.VINTE/AV. TORRES/MARG BR101/EXP/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0247&nome=S%C3%83O+SEB+%2F+FPOLIS+VIA+I.EVAN%2FP.VINTE%2FAV.+TORRES%2FMARG+BR101%2FEXP%2FIVO+SILV
jotur;0249;SÃO SEB / FPOLIS VIA MADRI/AV DAS TORRES/MARG BR101/HOSP REG/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0249&nome=S%C3%83O+SEB+%2F+FPOLIS+VIA+MADRI%2FAV+DAS+TORRES%2FMARG+BR101%2FHOSP+REG%2FIVO+SILV
jotur;0248;SÃO SEB / FPOLIS VIA MADRI/PAGANI/AV. TORRES/MARG BR101/EXP/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=0248&nome=S%C3%83O+SEB+%2F+FPOLIS+VIA+MADRI%2FPAGANI%2FAV.+TORRES%2FMARG+BR101%2FEXP%2FIVO+SILV
jotur;5039;SÃO SEBASTIÃO / PALHOÇA (PRAÇA) VIA MADRI;;False;https://www2.jotur.com.br/linhas/?linha=5039&nome=S%C3%83O+SEBASTI%C3%83O+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+MADRI
jotur;503;SÃO SEBASTIÃO / PALHOÇA (PRAÇA) VIA PASSA VINTE;;False;https://www2.jotur.com.br/linhas/?linha=503&nome=S%C3%83O+SEBASTI%C3%83O+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+PASSA+VINTE
jotur;5037;SÃO SEBASTIÃO / PONTE DO IMARUIM VIA MADRI/ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=5037&nome=S%C3%83O+SEBASTI%C3%83O+%2F+PONTE+DO+IMARUIM+VIA+MADRI%2FANICETO+ZACCHI
jotur;5022;SÃO SEBASTIÃO / PONTE DO IMARUIM VIA MADRI/ELZA LUCHI;;False;https://www2.jotur.com.br/linhas/?linha=5022&nome=S%C3%83O+SEBASTI%C3%83O+%2F+PONTE+DO+IMARUIM+VIA+MADRI%2FELZA+LUCHI
jotur;5036;SÃO SEBASTIÃO / PONTE DO IMARUIM VIA PASSA VINTE/ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=5036&nome=S%C3%83O+SEBASTI%C3%83O+%2F+PONTE+DO+IMARUIM+VIA+PASSA+VINTE%2FANICETO+ZACCHI
jotur;0245;SÃO SEBASTIÃO / SHOP CONTINENTE VIA P.VINTE/P.IMARUIM/MARG BR;;False;https://www2.jotur.com.br/linhas/?linha=0245&nome=S%C3%83O+SEBASTI%C3%83O+%2F+SHOP+CONTINENTE+VIA+P.VINTE%2FP.IMARUIM%2FMARG+BR
jotur;0289;TERRA NOVA / FLORIANÓPOLIS VIA C.NOVO/BR 101/HOSP REG/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0289&nome=TERRA+NOVA+%2F+FLORIAN%C3%93POLIS+VIA+C.NOVO%2FBR+101%2FHOSP+REG%2FIVO+SILVEIRA
jotur;02810;TERRA NOVA / FLORIANÓPOLIS VIA C.NOVO/BR 101/VIA EXPRESSA (DIRETO);;False;https://www2.jotur.com.br/linhas/?linha=02810&nome=TERRA+NOVA+%2F+FLORIAN%C3%93POLIS+VIA+C.NOVO%2FBR+101%2FVIA+EXPRESSA+%28DIRETO%29
jotur;0287;TERRA NOVA / FLORIANÓPOLIS VIA CAMINHO NOVO/PONTE IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0287&nome=TERRA+NOVA+%2F+FLORIAN%C3%93POLIS+VIA+CAMINHO+NOVO%2FPONTE+IMARUIM%2FIVO+SILVEIRA
jotur;0286;TERRA NOVA / FPOLIS VIA C. NOVO/MARG.BR 101/VIA EXP/I.SILV (EXECUTIVO);;True;https://www2.jotur.com.br/linhas/?linha=0286&nome=TERRA+NOVA+%2F+FPOLIS+VIA+C.+NOVO%2FMARG.BR+101%2FVIA+EXP%2FI.SILV+%28EXECUTIVO%29
jotur;0288;TERRA NOVA / FPOLIS VIA C.NOVO/MARGINAL BR 101/VIA EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0288&nome=TERRA+NOVA+%2F+FPOLIS+VIA+C.NOVO%2FMARGINAL+BR+101%2FVIA+EXP%2FIVO+SILVEIRA
jotur;0285;TERRA NOVA / FPOLIS VIA CAMINHO NOVO/BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0285&nome=TERRA+NOVA+%2F+FPOLIS+VIA+CAMINHO+NOVO%2FBR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;543;TERRA NOVA / PALHOÇA (PRAÇA) VIA CAMINHO NOVO;;False;https://www2.jotur.com.br/linhas/?linha=543&nome=TERRA+NOVA+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+CAMINHO+NOVO
jotur;01;TRÊS BARRAS / PASSAG VIA SERTÃO/ALBARDÃO/MORRETES I/II/GUARDA/PINH/PS;;False;https://www2.jotur.com.br/linhas/?linha=01&nome=TR%C3%8AS+BARRAS+%2F+PASSAG+VIA+SERT%C3%83O%2FALBARD%C3%83O%2FMORRETES+I%2FII%2FGUARDA%2FPINH%2FPS
jotur;0387;UPA B.VISTA / FPOLIS VIA PALHOÇA/BR 101/EXPRESSA;;False;https://www2.jotur.com.br/linhas/?linha=0387&nome=UPA+B.VISTA+%2F+FPOLIS+VIA+PALHO%C3%87A%2FBR+101%2FEXPRESSA
jotur;12;VIAD FURADINHO / RINCÃO VIA PRAIA FORA/ENSEADA (IGREJA)/BR101/MACIAMBU;;False;https://www2.jotur.com.br/linhas/?linha=12&nome=VIAD+FURADINHO+%2F+RINC%C3%83O+VIA+PRAIA+FORA%2FENSEADA+%28IGREJA%29%2FBR101%2FMACIAMBU
jotur;11360;VIAD MAC / SHOP CONT VIA GUARDA/PINHEIRA/P.SONHO/BR101/CENTRO PH/P.IMA;;False;https://www2.jotur.com.br/linhas/?linha=11360&nome=VIAD+MAC+%2F+SHOP+CONT+VIA+GUARDA%2FPINHEIRA%2FP.SONHO%2FBR101%2FCENTRO+PH%2FP.IMA
jotur;11140;VIAD MACIAMBU / FPOLIS VIA GUARDA/PINHEIRA/P.SONHO/P.IMAR/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=11140&nome=VIAD+MACIAMBU+%2F+FPOLIS+VIA+GUARDA%2FPINHEIRA%2FP.SONHO%2FP.IMAR%2FIVO+SILV
jotur;10160;ITI IDA- FLORIANÓPOLIS / ÁREA INDUSTRIAL VIA IVO SILV./P.COMPRIDA/MARG. BR 101;;False;https://www2.jotur.com.br/linhas/?linha=10160&nome=ITI+IDA-+FLORIAN%C3%93POLIS+%2F+%C3%81REA+INDUSTRIAL+VIA+IVO+SILV.%2FP.COMPRIDA%2FMARG.+BR+101
jotur;233;CID UNIV / BARRA VIA MARG BR 101/CENTRO DE PALHOÇA/RIO GRANDE;;False;https://www2.jotur.com.br/linhas/?linha=233&nome=CID+UNIV+%2F+BARRA+VIA+MARG+BR+101%2FCENTRO+DE+PALHO%C3%87A%2FRIO+GRANDE
jotur;101;COL T.NOVA / SHOP CAT VIA JD/B.VISTA/TERRA BELA/CN/MD/SS/M.GATO/PV;;False;https://www2.jotur.com.br/linhas/?linha=101&nome=COL+T.NOVA+%2F+SHOP+CAT+VIA+JD%2FB.VISTA%2FTERRA+BELA%2FCN%2FMD%2FSS%2FM.GATO%2FPV
jotur;5035;COLÉGIO CLAUDETE / SÃO SEBASTIÃO VIA PONTE IMARUIM/MADRI;;False;https://www2.jotur.com.br/linhas/?linha=5035&nome=COL%C3%89GIO+CLAUDETE+%2F+S%C3%83O+SEBASTI%C3%83O+VIA+PONTE+IMARUIM%2FMADRI
jotur;05;COLÉGIO MORRETES / RINCÃO;;False;https://www2.jotur.com.br/linhas/?linha=05&nome=COL%C3%89GIO+MORRETES+%2F+RINC%C3%83O
jotur;4033;ESCOLA MUNICIPAL DE PALHOÇA / BELA VISTA;;False;https://www2.jotur.com.br/linhas/?linha=4033&nome=ESCOLA+MUNICIPAL+DE+PALHO%C3%87A+%2F+BELA+VISTA
jotur;2031;FLORIANÓPLIS / PONTA DE BAIXO VIA MADEIREIRA / IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=2031&nome=FLORIAN%C3%93PLIS+%2F+PONTA+DE+BAIXO+VIA+MADEIREIRA+%2F+IVO+SILVEIRA
jotur;03510;FLORIANÓPOLIS / ARIRIU VIA EXPRESSA/BR101/CENTRO DE PALHOÇA (DIRETO);;False;https://www2.jotur.com.br/linhas/?linha=03510&nome=FLORIAN%C3%93POLIS+%2F+ARIRIU+VIA+EXPRESSA%2FBR101%2FCENTRO+DE+PALHO%C3%87A+%28DIRETO%29
jotur;0361;FLORIANÓPOLIS / BARRA VIA EXPRESSA/BR 101/CENTRO PH/RIO GRANDE;;False;https://www2.jotur.com.br/linhas/?linha=0361&nome=FLORIAN%C3%93POLIS+%2F+BARRA+VIA+EXPRESSA%2FBR+101%2FCENTRO+PH%2FRIO+GRANDE
jotur;7620;FLORIANÓPOLIS / HOSPITAL REGIONAL VIA EXPRESSA;;False;https://www2.jotur.com.br/linhas/?linha=7620&nome=FLORIAN%C3%93POLIS+%2F+HOSPITAL+REGIONAL+VIA+EXPRESSA
jotur;6533;FLORIANÓPOLIS / IFSC VIA IVO SILVEIRA/FAZENDA/TECNOPARK/CID UNIV;;False;https://www2.jotur.com.br/linhas/?linha=6533&nome=FLORIAN%C3%93POLIS+%2F+IFSC+VIA+IVO+SILVEIRA%2FFAZENDA%2FTECNOPARK%2FCID+UNIV
jotur;0385;FLORIANÓPOLIS / NOVA PALHOÇA VIA IVO SILVEIRA/VIA EXPRESSA/BR 101;;False;https://www2.jotur.com.br/linhas/?linha=0385&nome=FLORIAN%C3%93POLIS+%2F+NOVA+PALHO%C3%87A+VIA+IVO+SILVEIRA%2FVIA+EXPRESSA%2FBR+101
jotur;0240;FLORIANÓPOLIS / SÃO SEBASTIÃO VIA IVO SILVEIRA/P.IMARUIM/PASSA VINTE;;False;https://www2.jotur.com.br/linhas/?linha=0240&nome=FLORIAN%C3%93POLIS+%2F+S%C3%83O+SEBASTI%C3%83O+VIA+IVO+SILVEIRA%2FP.IMARUIM%2FPASSA+VINTE
jotur;6753;FPOLIS / ARIRIU FORMIGA VIA MARG BR 101/CENTRO PH/ARIRIU/GUARDA;;False;https://www2.jotur.com.br/linhas/?linha=6753&nome=FPOLIS+%2F+ARIRIU+FORMIGA+VIA+MARG+BR+101%2FCENTRO+PH%2FARIRIU%2FGUARDA
jotur;03511;FPOLIS / ARIRIU VIA IVO SILV/EXPRESSA/MARG BR 101/CENTRO DE PALHOÇA;;False;https://www2.jotur.com.br/linhas/?linha=03511&nome=FPOLIS+%2F+ARIRIU+VIA+IVO+SILV%2FEXPRESSA%2FMARG+BR+101%2FCENTRO+DE+PALHO%C3%87A
jotur;03620;FPOLIS / BARRA VIA EXPRESSA/MARG BR 101/CENTRO DE PALHOÇA/PACHECOS;;False;https://www2.jotur.com.br/linhas/?linha=03620&nome=FPOLIS+%2F+BARRA+VIA+EXPRESSA%2FMARG+BR+101%2FCENTRO+DE+PALHO%C3%87A%2FPACHECOS
jotur;03618;FPOLIS / BARRA VIA IVO SILV/P. IMARUIM/CENTRO PH/PACHECOS/VILA NOVA;;False;https://www2.jotur.com.br/linhas/?linha=03618&nome=FPOLIS+%2F+BARRA+VIA+IVO+SILV%2FP.+IMARUIM%2FCENTRO+PH%2FPACHECOS%2FVILA+NOVA
jotur;03614;FPOLIS / BARRA VIA IVO SILVEIRA/P.IMARUIM/R.GRANDE/LARANJEIRAS;;False;https://www2.jotur.com.br/linhas/?linha=03614&nome=FPOLIS+%2F+BARRA+VIA+IVO+SILVEIRA%2FP.IMARUIM%2FR.GRANDE%2FLARANJEIRAS
jotur;7167;FPOLIS / BELA VISTA VIA EXPRESSA/MARG BR 101/CENTRO DE PALHOÇA;;False;https://www2.jotur.com.br/linhas/?linha=7167&nome=FPOLIS+%2F+BELA+VISTA+VIA+EXPRESSA%2FMARG+BR+101%2FCENTRO+DE+PALHO%C3%87A
